sku,name,country,region,proposed_subregion,classification,current_subregion,gap_type,subregion_action_source,confidence,reasoning,lane_recommendation,priority_score,priority_rank,priority_reason,live_product_id,overall_confidence,validation_status
WSP1144AE,Pitars  Cuvée Stella,Italy,Friuli-Venezia Giulia,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1570,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2358-1774263062963,0.85,validated
WSP1166AC,Diamante  Moscato Spumante Dolce,Italy,Veneto,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1571,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-1998-1774263062962,0.85,validated
WSP1200BU,Moet & Chandon  Brut Imperial (200 ml),France,Champagne,,Champagne,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1572,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-1778-1774263062962,0.95,validated
WSP1216AC,Don Luciano  Moscato,Spain,La Mancha,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1573,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2006-1774263062962,0.85,validated
WSP1230AD,Bodegas Codorniu Raventos  Delapierre Tradicion Brut,Spain,Catalunya,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1574,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3855-1774263062970,0.9,validated
WSP1231AD,Bodegas Codorniu Raventos  Codorniu Clasico,Spain,Catalunya,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1575,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3796-1774263062970,0.9,validated
WSP1232AD,Bodegas Codorniu Raventos  Cava Codorniu Anna Blanc de Blancs Reserva Brut,Spain,Catalunya,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1576,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3872-1774263062970,0.9,validated
WSP1233AD,Wolf Blass  Eaglehawk Cuvee Brut,Australia,South Australia,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1577,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3890-1774263062970,0.95,validated
WSP1271BU,Moet & Chandon  Rose Imperial (200 ml),France,Champagne,,Champagne,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1578,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-1801-1774263062962,0.95,validated
WSP1273AC,Freixenet  Cordon Rosado Brut (200 ml),Spain,Catalunya,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1579,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2056-1774263062963,0.95,validated
WSP1274AC,Freixenet  Cordon Negro Brut (200 ml),Spain,Catalunya,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1580,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2019-1774263062962,0.95,validated
WSP1456AA,Cavicchioli  Rose Spumante,Italy,Emilia-Romagna,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1581,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3103-1774263062967,0.9,validated
WSP1490BU,Jacob's Creek  Sparkling Chardonnay Pinot Noir (750 ml),Australia,South Eastern Australia,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1582,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4859-1774263062978,0.95,validated
WSP1494BU,Jacob's Creek  Sparkling Reserve Chardonnay Pinot Noir (750 ml),Australia,South Eastern Australia,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1583,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4823-1774263062978,0.95,validated
WSP1528AA,Eugenio Collavini  Il Grigio Royal Rose,Italy,Friuli-Venezia Giulia,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1584,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3003-1774263062966,0.9,validated
WSP1587CH,Yellow Tail  Bubbles,Australia,South Eastern Australia,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1585,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-5141-1774263062980,0.95,validated
WSP1588CH,Yellow Tail  Pink Bubbles,Australia,South Eastern Australia,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1586,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-5142-1774263062980,0.95,validated
WSP2411DD,Angove  Long Row Cuvee Brut,Australia,South Australia,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1587,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4530-1774263062975,0.9,validated
WSP2416DD,Angove  Chalk Hill Blue Bubbles,Australia,South Australia,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1588,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4641-1774263062976,0.9,validated
WSP2453AA,Batasiolo  Pinot Chardonnay Spumante,Italy,Piedmont,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1589,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3092-1774263062967,0.9,validated
WSP2459AD,Concha Y Toro  Casillero Del Diablo Devil's Brut,Chile,Maipo Valley,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1590,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3762-1774263062970,0.95,validated
WSP2522AD,Veuve du Vernay  Brut,France,Bordeaux,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1591,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3870-1774263062970,0.88,validated
WSP2523AD,Veuve du Vernay  Brut Rose,France,Bordeaux,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1592,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3871-1774263062970,0.88,validated
WSP2628FP,Antech  Cuvee Elegance Brut AOC Blanquette de Limoux,France,Languedoc-Roussillon,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1593,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-1700-1774263062961,0.88,validated
WSP2647DD,San Maurizio  Asti Dolce,Italy,Piedmont,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1594,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4698-1774263062977,0.88,validated
WSP2648DD,San Maurizio  Cuvee Brut,Italy,Piedmont,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1595,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4598-1774263062976,0.88,validated
WSP2649DD,San Maurizio  Moscato,Italy,Piedmont,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1596,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4578-1774263062976,0.85,validated
WSP5660DD,Angove  Organic Cuvee Brut,Australia,South Australia,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1597,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4524-1774263062975,0.9,validated
WSP5661DD,Aromo Chardonnay Brut,Chile,Maule Valley,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1598,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4514-1774263062975,0.9,validated
WSP5662DD,Notte Rossa  Vino Spumante Extra Dry,Italy,Puglia,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1599,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4604-1774263062976,0.8,validated
WSP5663DD,Notte Rossa  Vino Spumante Extra Dry Rose,Italy,Puglia,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1600,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4605-1774263062976,0.8,validated
WSP5677DD,Charles Du Lac  Mousseux Brut,France,Bordeaux,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1601,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4639-1774263062976,0.82,validated
WSP5678DD,Expresion  Premium Sparkling Brut,Spain,La Mancha,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1602,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4701-1774263062977,0.85,validated
WSP5679DD,Expresion  Premium Sparkling Pink Rose,Spain,La Mancha,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1603,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4702-1774263062977,0.85,validated
WSP5680DD,Expresion  Premium Sparkling Moscato Gold,Spain,La Mancha,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1604,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4703-1774263062977,0.85,validated
WSP5681DD,Expresion  Premium Sparkling Mojito,Spain,La Mancha,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1605,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4704-1774263062977,0.85,validated
WSP5682DD,Expresion  Premium Sparkling Mimosa,Spain,La Mancha,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1606,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-4705-1774263062977,0.85,validated
WSP5695FJ,Elmfield  Sparkling Cuvee,Australia,South Eastern Australia,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1607,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3330-1774263062968,0.8,validated
WSP5696FJ,Elmfield  Sparkling Rose,Australia,South Eastern Australia,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1608,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3331-1774263062968,0.8,validated
WSP5715GF,Bohem  Frizzante,Spain,La Mancha,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1609,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-1742-1774263062961,0.85,validated
WSP5719AD,Veuve du Vernay  Ice,France,Bordeaux,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1610,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3523-1774263062968,0.88,validated
WSP5756AD,19 Crimes  Blanc De Blancs,Australia,South Eastern Australia,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1611,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3904-1774263062971,0.9,validated
WSP5778AA,Fontanafredda  Asti Dolce DOCG,Italy,Piedmont,,Sparkling Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1612,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3196-1774263062967,0.9,validated
WWW0010AA,Lungarotti  Pinot Grigio IGT,Italy,Umbria,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1613,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2961-1774263062966,0.9,validated
WWW0022AD,Chateau Villa Bel Air Blanc,France,Bordeaux,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1614,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3606-1774263062969,0.85,validated
WWW0043AD,Michel Lynch  Sauvignon Blanc,France,Bordeaux,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1615,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3609-1774263062969,0.9,validated
WWW0047AC,Sunnycliff  Chardonnay,Australia,Victoria,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1616,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-1995-1774263062962,0.88,validated
WWW0053AD,"Zonin  ""Classico"" Pinot Grigio",Italy,Veneto,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1617,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3665-1774263062969,0.88,validated
WWW0054AD,"Zonin  ""Ventiterre"" Pinot Grigio",Italy,Veneto,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1618,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3655-1774263062969,0.88,validated
WWW0110AA,Baron Philippe de Rothschild  Mapu Reserva Chardonnay,Chile,Maipo Valley,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1619,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2915-1774263062966,0.92,validated
WWW0111AA,Baron Philippe de Rothschild  Mapu Sauvignon Blanc (Screw Cap),Chile,Maipo Valley,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1620,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2911-1774263062965,0.92,validated
WWW0120AA,Baron Philippe de Rothschild  Mouton Cadet Bordeaux Blanc,France,Bordeaux,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1621,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2923-1774263062966,0.9,validated
WWW0153AD,Concha Y Toro  Reservado Chardonnay,Chile,Central Valley,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1622,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3520-1774263062968,0.95,validated
WWW0159AD,Concha Y Toro  Frontera Chardonnay,Chile,Central Valley,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1623,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3475-1774263062968,0.95,validated
WWW0165AD,Ogier  Cotes du Rhone Gentilhomme White,France,Rhône Valley,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1624,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3807-1774263062970,0.88,validated
WWW0167AD,Conte Placido  Placido Pinot Grigio,Italy,Veneto,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1625,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3627-1774263062969,0.88,validated
WWW0170AD,Argento  Chardonnay,Argentina,Mendoza,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1626,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3761-1774263062970,0.9,validated
WWW0173AD,"Carpineto  Dogajolo, Chardonnay, Grechetto, Sauvignon Blanc",Italy,Tuscany,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1627,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3793-1774263062970,0.9,validated
WWW0179AD,Castello Banfi  Le Rime IGT,Italy,Tuscany,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1628,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3868-1774263062970,0.95,validated
WWW0180AD,Catena Zapata  Alamos Chardonnay,Argentina,Mendoza,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1629,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3775-1774263062970,0.95,validated
WWW0188AD,Wente Vineyards  Wente Morning Fog Chardonnay,USA,California,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1630,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3766-1774263062970,0.9,validated
WWW0195AD,Concha Y Toro  Casillero del Diablo Reserva Chardonnay,Chile,Cachapoal Valley,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1631,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3514-1774263062968,0.95,validated
WWW0196AD,Concha Y Toro  Casillero del Diablo Reserva Sauvignon Blanc,Chile,Cachapoal Valley,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1632,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3515-1774263062968,0.95,validated
WWW0277AD,Vigneti Del Vulture  Pippoli Bianco Basilicata IGT,Italy,Basilicata,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1633,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3777-1774263062970,0.9,validated
WWW0278AA,Vigneti Di Zabu  Chiantari Inzolia Chardonnay Sicilia,Italy,Sicily,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1634,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3005-1774263062966,0.9,validated
WWW0288AA,Alois Lageder  Pinot Bianco,Italy,Trentino-Alto Adige,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1635,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2947-1774263062966,0.9,validated
WWW0289AA,Alois Lageder  Pinot Grigio,Italy,Trentino-Alto Adige,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1636,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2948-1774263062966,0.9,validated
WWW0291AA,Alois Lageder  Muller Thurgao Alto Adige DOC,Italy,Trentino-Alto Adige,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1637,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3025-1774263062966,0.9,validated
WWW0302AA,Corte Giara by Allegrini  Pinot Grigio Delle Venezie IGT,Italy,Veneto,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1638,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3026-1774263062966,0.95,validated
WWW0315AA,Paul Jaboulet  Parallele 45 White,France,Rhône Valley,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1639,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3260-1774263062967,0.92,validated
WWW0356AD,Torres  Vina Esmeralda,Spain,Catalunya,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1640,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3817-1774263062970,0.9,validated
WWW0360AD,Torres  Vina Sol White,Spain,Catalunya,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1641,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3827-1774263062970,0.9,validated
WWW0364AD,Lindeman's  Bin 95 Sauvignon Blanc,Australia,South Eastern Australia,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1642,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3927-1774263062971,0.9,validated
WWW0400AC,Altivo  Classic Chardonnay,Argentina,Mendoza,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1643,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2035-1774263062962,0.88,validated
WWW0401AC,Inspired Company  Unoaked Chardonnay,Australia,South Eastern Australia,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1644,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-2037-1774263062962,0.85,validated
WWW0408AD,Rawson's Retreat  Chardonnay,Australia,South Australia,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1645,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3911-1774263062971,0.9,validated
WWW0510AF,"Tyrrell's  Sauvignon Blanc ""Moore's Creek""",Australia,South Australia,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1646,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-5849-1774263062984,0.9,validated
WWW0511AF,"Tyrrell's  Chardonnay ""Moore's Creek""",Australia,South Australia,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1647,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-5850-1774263062984,0.9,validated
WWW0524AF,Mascota Vineyards  La Mascota Chardonnay,Argentina,Mendoza,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1648,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-5835-1774263062984,0.85,validated
WWW0529AD,Caliterra  Chardonnay Reserva,Chile,Colchagua Valley,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1649,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3577-1774263062969,0.9,validated
WWW0532AD,Chateau Ste. Michelle  Sauvignon Blanc,USA,California,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1650,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3568-1774263062969,0.85,validated
WWW0533AD,Two Vines  Chardonnay Columbia Crest,USA,California,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1651,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3759-1774263062970,0.88,validated
WWW0536AD,Wither Hills  Sauvignon Blanc,New Zealand,Marlborough,,White Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,180.00,1652,subregion gated gap | wine-like classification | high confidence context | assessable wine subregion,row-3573-1774263062969,0.92,validated
