sku,sku_base,name,classification,wine_color,style,country,region,subregion,appellation,vintage,brand,grape_variety,wine_body,wine_acidity,wine_tannin,flavor_tags,food_matching,overall_confidence,desc_en_short,desc_en_full,bottle_size,price,validation_status,enrichment_priority,quality_score_total,score_completeness,score_description,score_taxonomy,score_consistency,score_enrichment,scope,missing_fields,issues
LVK0646BU,LVK0646,Gilbey's  Vodka (700 ml),Vodka,,Plain Vodka,England,,,,NV,Gilbey's,,,,,,"Caviar, Smoked Fish, Raw Oysters, Neutral Pairings",0.892,"<p>Gilbey’s Vodka is a clear distilled alcoholic beverage that is composed primarily of water and ethanol, but sometimes with traces of impurities and flavorings.</p>","<div class=""prod-desc"">
<p>Gilbey’s Vodka is a clear distilled alcoholic beverage that is composed primarily of water and ethanol, but sometimes with traces of impurities and flavorings.</p>
</div>",,395,validated,2,92,35,25,15,10,7,spirits,,Missing region; Missing flavor_tags
LWH1211AE,LWH1211,Ezra Brooks 99 Rye (700 ml),Whisky,,Rye Whiskey,USA,,,,NV,Ezra Brooks,,,,,,"Dark Chocolate, Smoked Meats, Aged Cheese, Nuts",0.772,"Discover the exceptional character of Ezra Brooks 99 Rye Whiskey, a meticulously crafted Whiskey bottled at 49.5% ABV and 99 Proof.","<div class=""prod-desc""><p>Discover the exceptional character of Ezra Brooks 99 Rye Whiskey, a meticulously crafted Whiskey bottled at 49.5% ABV and 99 Proof.</p></div>",700 ml,1479,validated,2,92,35,25,15,10,7,spirits,,Missing region; Missing flavor_tags
WDW0141AA,WDW0141,La Spinetta   Bricco Quaglia Moscato D'Asti,White Wine,Yellow with green reflections.,Muscat,Italy,Piedmont,,,,La Spinetta,Muscat,Light,Medium,Low,"[""fruit"",""herbal""]",Dessert,0.847,"This wine is Yellow with green reflections. Aroma of Sweet and sexy, with aromas of apple and honeysuckle. On the palate Full bodied with sherbet, pair and peach flavors and a hint of sweet caramel.","<div class=""prod-desc"">
<p>This wine is Yellow with green reflections. Aroma of Sweet and sexy, with aromas of apple and honeysuckle. On the palate Full bodied with sherbet, pair and peach flavors and a hint of sweet caramel.</p>
</div>",,1215,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRS0238AH,WRS0238,Belena  Rose,Rose Wine,Rose.,Shiraz,Australia,South Australia,,,Current vintage,Belena,,Light,Medium,Low,"[""fruit""]",Fish|Seafood,1,"Sweet notes of honey with a hint of grapefruit. Crisp, summer berry flavours with classic savoury notes echo through the palate to make this a fashionable Rosé.","Vegan friendly. Crafted by the Calabria Family, Calabria BELENA, pays homage to the second generation; Bill & Lena, with a determined spirit, grace, and tenacity they worked harder through the tough times & prepare for the future generation - a true partnership.",750 ml,799,validated,2,92,32,25,20,5,10,wine,grape_variety,"Vintage not clean 4-digit year: ""Current vintage"""
WRW0299AD,WRW0299,Conte Placido  Placido Chianti DOCG,Red Wine,Ruby red.,,Italy,Tuscany,,,,Conte Placido,Sangiovese,Full,High,High,"[""earth"",""floral""]",Beef|Lamb|Cured Meat|Soft Cheese|Pasta,0.818,"Ruby red in color. Intense aroma that hints of violets. Dry and well balanced with black-fruit flavors followed by a long finish. Excellent with meats, pastas and spicy foods.","<div class=""prod-desc"">
<p>Placido Chianti DOCG</p>
<p>Vineyards The historic Tuscan hills of the delimited Chianti D.O.C.G. zone. The soil varies from well-drained, calcareous to moist clay.</p>
<p>Winemaking Maceration with the skins lasts for 8-12 days during primary fermentation. The grapes are pressed and a second fermentation takes place. The wine undergoes a malolactic fermentation and is then aged in temperature-controlled stainless-steel for five to six months before bottling.</p>
<p>Tasting Notes Color: Ruby red. Bouquet: Intense aroma that hints of violets. Taste: Dry and well balanced with black-fruit flavors followed by a long finish.</p>
<p>Food Pairing Excellent with meats, pastas and spicy foods.</p>
</div>",,599,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW0350AD,WRW0350,Carpineto  Vino Nobile di Montepulciano Riserva,Red Wine,Brilliant ruby red with a tendency to garnet.,Montepulciano,Italy,Tuscany,,Vino Nobile di Montepulciano,,Carpineto,Montepulciano,Full,High,High,"[""oak"",""floral""]",Beef|Lamb|Cured Meat|Soft Cheese|Pasta,0.899,"Brilliant ruby red with a tendency to garnet. Ethereal, extraordinarily elegant with hints of violet and wood. The flavor dry, harmonic, fruity and velvety, with an elegant texture and long finish.","<div class=""prod-desc"">
<p>Brilliant ruby red with a tendency to garnet. Ethereal, extraordinarily elegant with hints of violet and wood. The flavor dry, harmonic, fruity and velvety, with an elegant texture and long finish.</p>
</div>",,1659,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW0964FC,WRW0964,Louis Latour  Pinot Noir Domaine de Valmoissine,Red Wine,A deep ruby-red color,Pinot Noir,France,Burgundy,,,,Louis Latour,Pinot Noir,Light,High,Low,"[""fruit"",""spice""]",Beef|Chicken|Soft Cheese,0.857,"A deep ruby-red color and a nose with distinctive aromas of cherry and nutmeg. Round and fresh on the palate, it reveals notes of cherry, blackberry and licorice. Nice tannic finish.
Food Pairing","Valmoissine is located on the site of the ancient monastery of Valmoissine at 500 meters above sea-level. This guarantees sunshine during the summer months whilst remaining cool at night and limits the possibility of spring frosts. The vineyard's southern exposure gives the grapes perfect maturity at the same time as the Grands Crus of Corton. The yield is small in order to ensure perfect maturity and concentration of the grapes, the factors that create the best quality wines. This results in an elegant wine with remarkable finesse.",,1409,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW1107FC,WRW1107,Louis Latour  Bourgogne Pinot Noir,Red Wine,A dark ruby color,Pinot Noir,France,Burgundy,,,,Louis Latour,Pinot Noir,Light,High,Low,"[""fruit"",""spice""]",Beef|Pork|Soft Cheese,1,"<p>A dark ruby color and a discreet nose of red fruit and spices. Round and fresh on the palate, this wine is well-balanced, with aromas of liquorice and blackcurrant.</p>","The result of a long history, Burgundy and its wines are known worldwide. Pinot Noir is a native grape variety of the area. Bourgogne Pinot Noir is the regional appellation whose wines can come from any part of Burgundy. This wine exhibits the characteristics of the great Burgundy reds.",,1579,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW1311BS,WRW1311,Ricasoli  Rocca Guicciarda Chianti Classico Riserva DOCG,Red Wine,Intense ruby red color.,,Italy,Tuscany,,Chianti Classico,,Ricasoli,Sangiovese,Full,Medium,Medium,"[""earth""]",Beef|Lamb|Cured Meat|Soft Cheese|Pasta,0.814,"Rocca Guicciarda was in the past one of the most important feudal estates belonging to the Ricasoli family. Complex and harmonious wine in the traditional style, with an unmistakable label.","VINTAGE

This was an atypical year, perhaps unlike any ever registered. Winter was fairly mild and warm. The frost that arrived on 18‐20 April, the drought, the extreme heat that lasted for more than two months, all scorched the earth and the grapevines. For this reason, the leaf removal typically carried out before grape harvest was avoided; instead, the grapevines were left ""untidy"", only slightly trimmed, to protect the fruit from the rays of the sun. At the end of August and the first ten days of September, rains came and the temperatures dropped drastically, all the way to the seasonal average.

FERMENTATION

Fermentation and maceration in stainless steel tanks at a controlled temperature of 24&deg;C-27&deg;C (75.2&deg;-80.6&deg;F) with 14-16 days of skin contact.

AGEING 

18 months in tonneaus and large casks with 3 to 6 months in the bottle.",,1650,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW1730AD,WRW1730,Torres  Ibericos Crianza La Rioja DOC,Red Wine,Opaque cherry red color.,,Spain,Rioja,,,,Torres,Tempranillo,Full,High,High,"[""fruit"",""oak"",""floral""]",Beef|Lamb|Cured Meat|Hard Cheese,0.887,"Opaque cherry red color. Floral (Damascus rose) and fruit (strawberry, raspberry) aromas with spicy and smoky notes imparted by oak aging. Velvety, smooth, with fine, juicy tannins.","<div class=""prod-desc"">
<p>Tasting Notes :</p>
<p>Opaque cherry red color. Floral (Damascus rose) and fruit (strawberry, raspberry) aromas with spicy and smoky notes imparted by oak aging. Velvety, smooth, with fine, juicy tannins.</p>
<p>Food Pairing :</p>
<p>Conceived as the perfect match for the latest trends in avant-garde cuisine, particularly all types of tapas prepared with fresh ingredients; red meat, oily fish, and cheese. Equally exquisite with all kinds of cured meats made from Iberian pork. Serve at 14&ndash;16&deg;C.</p>
</div>",,949,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW2988BN,WRW2988,Castello di Fonterutoli  Fonterutoli Chianti Classico DOCG,Red Wine,Ruby red.,,Italy,Tuscany,,Chianti Classico,,Castello di Fonterutoli,Sangiovese,Full,High,High,"[""fruit"",""spice""]",Beef|Lamb|Cured Meat|Soft Cheese|Pasta,0.83,"A well proportioned, elegant body, dark berry, fresh spice flavors, intense, smooth taste. Great ability to pair: dark sauce pastas, BBQ, boiled meats with spicy sauces, aged cold cuts.","<div class=""prod-desc"">
<p>A well proportioned, elegant body, dark berry, fresh spice flavors, intense, smooth taste. Great ability to pair: dark sauce pastas, BBQ, boiled meats with spicy sauces, aged cold cuts.</p>
</div>",,1129,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW3609AD,WRW3609,Pio Cesare  Barolo Ornato DOCG,Red Wine,Deep red.,,Italy,Piedmont,,Barolo,,Pio Cesare,Nebbiolo,Full,High,High,"[""earth""]",Beef|Lamb|Soft Cheese|Barbecue|Pasta,0.71,"<p>Great structure, concentration, ripe fruit, soft tannins and tobacco. May be appreciated immediately, but with a very long life. Produced in small quantities</p>","<div class=""prod-desc""><p><p>Great structure, concentration, ripe fruit, soft tannins and tobacco. May be appreciated immediately, but with a very long life. Produced in small quantities</p></p></div>",,4325,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW4520CB,WRW4520,Bodegas Volver  Volver Single Vineyard,Red Wine,Intense purple colour.,Tempranillo,Spain,La Mancha,,,Current vintage,Bodegas Volver,,Full,High,High,"[""fruit"",""earth"",""oak""]",Beef|Lamb|Cured Meat|Hard Cheese,1,"<p>Intense purple color. Aromas of tobacco, liquorice and blackcurrants. Full-bodied with hints of toast and mature fruit. Long balanced finish.</p>","La Mancha is an ideal area for growing grapes because the yield per hectare is not very high and of premium quality. In addition, the health of their vines is extraordinary due to the long hours of sunshine they receive and their great ripening cycle.

The Denomination of Origin La Mancha works through the Regulatory Council to safeguard the cultivation of the vine within the area of ​​production that comprises a total of 182 towns belonging to the four provinces of Albacete, Ciudad Real, Cuenca and Toledo. One of its main tasks is to ensure its traceability by guaranteeing the quality of its wines and working to promote them. A promotion made, not only at a regional and national level, but the quality of our wines is gaining international recognition, with increasing interest year after year. This is corroborated by the export data that keeps its progression ‘in crescendo’, thanks to the optimal conditions of vine cultivation and the great work in preparation and marketing by the wineries and cooperatives.",750 ml,1400,validated,2,92,32,25,20,5,10,wine,grape_variety,"Vintage not clean 4-digit year: ""Current vintage"""
WRW4833AD,WRW4833,"Vigneti del Salento  ""ZOLLA"" Salice Salentino DOP",Red Wine,Wine ruby ​​red color with garnet reflections.,,Italy,Piedmont,,,,Vigneti Del Salento,"Negroamaro, Zinfandel",Full,Medium,Medium,"[""fruit"",""herbal""]",Beef|Cured Meat|Soft Cheese|Pasta,0.847,"very dense ruby red colour, intense aroma, fruity with hints of cherries, prune and pomegranate, spicy and herbal. Full-bodied wine, warm, tasty, with pleasant fresh aftertaste.","<div class=""prod-desc"">
<p>This is the new solo venture in Puglia of the Farnese group (responsible for Gran Sasso, Zabu, Vesevo, Tufarello and others). The wines were made at two wineries in the province of Taranto on the western flank of Salento. The style of the wines - fresh whites, soft and generous reds - will be familiar to those who buy their other wines, as winemaker Filippo Baccalaro is the driving force behind this new label. Filippo, a native of Piemonte, has been working in Puglia for almost two decades. He was attracted by the rich, ripe flavours of the fruit, and the ability to capture these flavours with minimal use of technology and a lot of know-how. Filippo has the latter, as is illustrated by these wines. The star wines are, of course, those made from native grapes like Verdeca, Negroamaro and, of course, Primitivo.</p>
</div>",,785,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW5188FC,WRW5188,"Fantinel  ""Borgo Tesis” Merlot DOC",Red Wine,Ruby red with garnet glints.,Merlot,Italy,Friuli,,,,Fantinel,Merlot,Full,Medium,High,"[""oak""]",Beef|Lamb|Cured Meat|Pasta,1,"Ruby red with garnet glints, with a bouquet of forest fruits and a smooth, rounded palate. Ageing in oak barrels makes this wine, which is part of the history of Friuli, particularly well-balanced.","Ruby red with garnet glints, with a bouquet of forest fruits and a smooth, rounded palate. Ageing in oak barrels makes this wine, which is part of the history of Friuli, particularly well-balanced.",,1149,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW5464FJ,WRW5464,Messenez Family  Chateau M Gran Vin Gold Label,Red Wine,Dark red with violet reflex,,France,Bordeaux,,,,Messenez Family,"Cabernet Sauvignon, Merlot",Full,High,High,"[""earth"",""oak"",""floral""]",Beef|Hard Cheese|Pasta,0.847,"<p>Dark red with violet reflex in color. Spicy, cedar, fresh tobacco aromas. Voluminous body with subtle tannins. Pairing with cheese, red meat or pastas.</p>","<div class=""prod-desc"">
<p>Chateau M wine is made in the classic French winemaking style and tradition, they are typical Bordeaux style wine.</p>
<p>The winery is created by Dominique Massenez family, the man behind the success of Chateau Los Boldos, which successfully combined old French winemaking techniques with Chile’s terroir potential and ability to produce outstanding wine grapes. The vineyard is planted with un-grafted vines whose rootstocks are from France before the Phylloxera crisis in France. In Chile, Phylloxera has never occurred.</p>
</div>",,849,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW5762AB,WRW5762,Gerard Bertrand  Cote des Roses Rouge,Red Wine,"The colour is a dense, deep red.",,France,Languedoc,,,Current vintage,Gérard Bertrand,,Full,Medium,High,"[""mineral""]",Beef|Lamb|Cured Meat|Pasta,0.857,"<p>Lovely intense red-fruit scents, in particular strawberries, set off nicely by spicy hints. The tannins are fine and silky on the palate. Very fruity and with a strong mineral accent.</p>","Lovely intense red-fruit scents, in particular strawberries, set off nicely by spicy hints. The tannins are fine and silky on the palate. Very fruity and with a strong mineral accent.",750 ml,1000,validated,2,92,32,25,20,5,10,wine,grape_variety,"Vintage not clean 4-digit year: ""Current vintage"""
WRW5833AA,WRW5833,Michele Chiarlo  Barolo Cannubi DOCG,Red Wine,Ruby Red,,Italy,Piedmont,,Barolo,,Michele Chiarlo,Nebbiolo,Full,High,High,"[""spice"",""earth"",""oak""]",Beef|Lamb,0.83,"<p>Ruby red in color, this aristocratic and complex wine offers notes of small fruits, licorice, and sweet tobacco. A full-bodied wine with silky tannins</p>","<div class=""prod-desc"">
<p>Cannubi is perhaps the most famous hill in Italy and is the most celebrated and prestigious vineyard with the Barolo designation. Historically, it is the oldest Italian cru when it was recognized in 1752. All the elements including altitude, exposure, soils, layout, and microclimate come together to result in a Barolo at the top of the designation. Lying on a steep slope, Cannubi was the first vineyard in Langhe to be terraced. Michele Chiarlo owns 4.5 acres of the vineyard with vines that are over 20 years old set in Tortonian and Helevetian-era calcareous marl. The terraces maximize an exceptional hillside exposure with a more than 50-degree gradient. The vines are thinned of excess bunches at the end of summer, leaving 5-6 bunches per vine on average. Hand harvested grapes are fermented on the skins in oak vats and then aged for two months in average sized oak casks before refinement in the bottle.</p>
<p>Tasting Noted
 
Ruby red in color, this aristocratic and complex wine offers notes of small fruits, licorice, and sweet tobacco. A full-bodied wine with silky tannins</p>
</div>",,5045,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW5844AB,WRW5844,F. Jeantet  Cotes du Rhone Rouge,Red Wine,A live ruby ​​red color.,"Shiraz, Grenache",France,Rhône,,,Current vintage,F. Jeantet,"Grenache, Syrah, Mourvèdre",Full,Medium,Medium,,Beef|Lamb,1,"<p>A live ruby ​​red color. Deep nose with a fruity and spicy character, as recognized by the Rhône valley. Generous and structured with velvety tannins, and a long spicy finish.</p>","A live ruby ​​red color. Deep nose with a fruity and spicy character, as recognized by the Rhône valley. Generous and structured with velvety tannins, and a long spicy finish.",750 ml,700,validated,2,92,35,25,20,5,7,wine,,"Vintage not clean 4-digit year: ""Current vintage""; Missing flavor_tags"
WRW5895AB,WRW5895,"Gerard Bertrand  Art de Vivre Languedoc AOP (Syrah, Grenache, Mourvèdre)",Red Wine,A beautiful brilliant ruby red colour.,Grenache Syrah Mourvedre,France,Languedoc,,,Current vintage,Gérard Bertrand,"Syrah, Grenache, Mourvèdre",Medium,Medium,Medium,,Beef|Lamb,1,"Endowed with a beautiful brilliant ruby red colour, this complex and elegant wine offers delicious aromas of ripe red fruits, a round palate with well-balanced melted tannins.","Winemaker's note

Art de Vivre pays homage to the Mediterranean cradle, its preserved nature and its artists. Its unique bottle, made of natural clay, is an evocation of the first amphoras. Made from emblematic grape varieties of the South of France, this wine is an invitation to celebrate a vineyard that is twice a thousand years old, witness to a civilization and a living heritage of rare beauty.",750 ml,1100,validated,2,92,35,25,20,5,7,wine,,"Vintage not clean 4-digit year: ""Current vintage""; Missing flavor_tags"
WRW6002FJ,WRW6002,Beau Reve De Tradition Bordeaux AOC,Red Wine,,,France,Bordeaux,,,,Beau Reve,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,"[""fruit""]",Beef|Lamb,0.727,"<p>This wine is marked by fresh fruits, redcurrant, cherry and black berry. The full palate reveals soft and silky tannins without any tannic astringency. A fresh finish with a good length.</p>","<div class=""prod-desc""><p><p>This wine is marked by fresh fruits, redcurrant, cherry and black berry. The full palate reveals soft and silky tannins without any tannic astringency. A fresh finish with a good length.</p></p></div>",,699,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW6051BN,WRW6051,Chateau Malescot St. Exupery Margaux,Red Wine,Medium to deep garnet-purple colored,,France,Bordeaux,,Margaux,,Malescot St,"Cabernet Sauvignon, Merlot",Full,Medium,Medium,"[""spice""]",Beef|Lamb,0.71,"<p>The Chateau Malescot St. Exupery is a dark color with a fine crimson tint. The wine offers notes of ripe fruit, mocha and vanilla along with powerful yet harmonious and smooth tannins.</p>","<div class=""prod-desc""><p><p>The Chateau Malescot St. Exupery is a dark color with a fine crimson tint. The wine offers notes of ripe fruit, mocha and vanilla along with powerful yet harmonious and smooth tannins.</p></p></div>",,4429,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW6298GQ,WRW6298,Chateau La Douce  Medoc,Red Wine,,,France,Bordeaux,,,,Chateau La Douce,"Cabernet Sauvignon, Merlot",Full,Medium,Medium,"[""fruit"",""spice"",""oak""]",Beef|Lamb,0.658,"The 100% Merlot blend here makes for a juicy wine with
nose of chocolate and cherry and spices. The soft fruit combined with the oak ageing makes
this wines fruity, rich, silky and well structured.","<div class=""prod-desc""><p>The 100% Merlot blend here makes for a juicy wine with
nose of chocolate and cherry and spices. The soft fruit combined with the oak ageing makes
this wines fruity, rich, silky and well structured.</p></div>",,1599,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW6300GQ,WRW6300,Chateau Marjosse  Grand Vin de Bordeaux Entre deux-Mers,Red Wine,,,France,Bordeaux,,,,Chateau Marjosse,"Cabernet Sauvignon, Merlot",Full,Medium,Medium,"[""fruit""]",Beef|Lamb,0.727,"<p>A powerful and elegant nose of red and dark berries, featuring blackberry and blackcurrant. It’s big and round in the mouth, with silky tannins revealing its richness</p>","<div class=""prod-desc""><p><p>A powerful and elegant nose of red and dark berries, featuring blackberry and blackcurrant. It’s big and round in the mouth, with silky tannins revealing its richness</p></p></div>",,1599,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW6528GU,WRW6528,Chateau La Croix Meunier Saint -Emilion Grand Cru,Red Wine,Deep garnet red with violet reflections.,,France,Bordeaux,Saint-Émilion,Saint-Émilion Grand Cru,,Elegant Saint,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,"[""fruit"",""spice"",""earth"",""oak"",""floral"",""mineral""]",Beef|Lamb,0.899,"Elegant Saint-Émilion Grand Cru blending Merlot and Cabernet Franc, with deep dark fruits, soft spices, and silky tannins — perfect for red meats and fine dining.","<div class=""prod-desc"">
<p>Château La Croix Meunier Saint-Émilion Grand Cru 2019 is a wine that speaks of elegance and finesse from one of Bordeaux’s most prestigious Right Bank appellations. This vintage is a beautifully crafted blend, combining the lush richness of Merlot (เมอร์โลต์) with the floral finesse of Cabernet Franc, offering a truly refined Bordeaux experience.</p>
<p>Tasting Notes: Deep garnet red with violet reflections. On the nose, layers of ripe blackberries, cassis (แบล็กเคอร์แรนท์), and dark cherries mingle with hints of cocoa, cedar, and subtle spices. The palate is smooth and velvety, showing soft, well-integrated tannins wrapped around a core of rich black fruits, licorice, and a touch of minerality. The finish is elegant and long, leaving lingering notes of plum and spice.</p>
<p>Winemaking & Terroir: Château La Croix Meunier is located on the limestone and clay-rich soils of Saint-Émilion (แซงต์-เอมิลิยง), which give the wine its signature depth and complexity. Hand-harvested, carefully sorted, and vinified in temperature-controlled vats before aging in French oak barrels (some new, some used) for added finesse and structure. 2019 is considered an exceptional vintage in Bordeaux, showing concentration and balance.</p>
<p>Food Pairings & Serving Tips: A perfect match for grilled or roasted lamb, beef tenderloin, duck breast with berry sauce, or even rich mushroom risotto. Also wonderful with hard cheeses like aged Comté or Manchego. Serve at 16-18°C, and decant for at least 1 hour before serving to fully express its bouquet and complexity.</p>
<p>Aging Potential & Cellaring: Already enjoyable now with decanting, but has excellent aging potential — can be cellared for 10-15 years, developing more earthy, leathery, and truffle nuances over time.</p>
</div>",,2409,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW6529GU,WRW6529,Chateau Cazauviel Margaux,Red Wine,Deep ruby red with glimmers of garnet.,,France,Bordeaux,Margaux,Margaux,,Cazauviel Margaux,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,"[""fruit"",""spice"",""earth"",""oak"",""floral"",""mineral""]",Beef|Lamb,0.899,"Classic Margaux elegance, blending Cabernet Sauvignon and Merlot — rich dark fruits, soft tannins, and hints of oak and spice, perfect for fine dining.","<div class=""prod-desc"">
<p>Château Cazauviel, Margaux, is a refined and beautifully balanced Bordeaux from one of the most esteemed appellations on the Left Bank — a wine that reflects Margaux’s hallmark elegance, structure, and finesse, making it a perfect choice for both collectors and those looking to elevate special occasions.
 Tasting Notes: Deep ruby red with glimmers of garnet. Aromas of blackcurrants, ripe plums, and dark cherries layered with subtle violet, cedarwood, and hints of vanilla and fine spices. On the palate, expect a silky texture with well-integrated tannins, juicy black fruits, and a touch of minerality and toasted oak, leading to a lingering, graceful finish.
 Winemaking & Terroir: Château Cazauviel is crafted from vineyards planted on Margaux's famed gravel and clay soils, ideal for Cabernet Sauvignon (คาแบร์เนต์ โซวีญง), Merlot (เมอร์โลต์), and Petit Verdot (เปอตี แวร์โด). The wine is carefully vinified and aged in French oak barrels, adding complexity, subtle spices, and enhancing structure, while preserving the vibrant fruit character typical of Margaux wines.
 Food Pairings & Serving Tips: A natural match for classic French cuisine — grilled lamb, roast beef, duck confit, or mushroom-based dishes. Also pairs beautifully with mature cheeses like Comté and Gruyère. Serve at 16-18°C and decant for 1 hour before serving to fully reveal its layered bouquet and finesse.
 Aging Potential & Cellaring: Ready to enjoy now with decanting, but has excellent aging potential for 8-12 years, allowing it to develop more complexity, earthy notes, and fine leather nuances over time.</p>
</div>",,2939,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW6591GX,WRW6591,District Series Napa Valley Cabernet Sauvignon,Red Wine,Deep ruby-black in the glass,Cabernet Sauvignon,USA,Napa,,,,District Series,Cabernet Sauvignon,Medium,Medium,Medium,"[""spice"",""earth""]",Beef|Lamb,0.916,"<p>This concentrated, medium-bodied wine has aromas and flavors of blackberries, licorice and black currents. Enjoy this Napa Valley Cab with steak, lamb chop or pasta with red sauce.</p>","<div class=""prod-desc"">
<p>This concentrated, medium-bodied wine has aromas and flavors of blackberries, licorice and black currents. Enjoy this Napa Valley Cab with steak, lamb chop or pasta with red sauce.</p>
<p>Napa Valley was California’s first AVA and was established in 1981. Despite it’s international acclaim the region accounts for only four percent of California’s wine production. This Cabernet Sauvignon has an inky purple color that extends to the brim of the glass. The wine has aromas of blackberries, red cherries and tobacco. The finish is silky and smooth with hints of vanilla.</p>
</div>",,1789,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW6774GW,WRW6774,La Rue De L'Amour Premium Selected Rouge,Red Wine,An intense ruby color,Red Grapes,France,Bordeaux,,,Current vintage,La Rue De L'Amour,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,,Beef|Lamb,0.736,"An intense ruby color. Easy
to enjoy with fruity notes,
a balanced mouth and silky
finish.","<div class=""prod-desc""><p>An intense ruby color. Easy
to enjoy with fruity notes,
a balanced mouth and silky
finish.</p></div>",750 ml,410,validated,2,92,35,25,20,5,7,wine,,"Vintage not clean 4-digit year: ""Current vintage""; Missing flavor_tags"
WRW6916GW,WRW6916,Tagaro Passo Del Sud Appassimento Puglia I.G.P.,Red Wine,"Clear, intense red with violet hues.","Merlot, Uva Di Troia, Primitivo",Italy,Puglia,,,Current vintage,Masseria Tagaro,,Full,Medium,Medium,"[""fruit"",""spice"",""floral""]",Beef|Lamb,0.796,"Clear, intense red with violet
hues. Strong fragrance of ripe
plum, cherry, and currant, with
hints of spice, cacao, and vanilla.
Full, soft, and harmonious, with a
fruity, persistent structure","<div class=""prod-desc""><p>Clear, intense red with violet
hues. Strong fragrance of ripe
plum, cherry, and currant, with
hints of spice, cacao, and vanilla.
Full, soft, and harmonious, with a
fruity, persistent structure</p></div>",750 ml,770,validated,2,92,32,25,20,5,10,wine,grape_variety,"Vintage not clean 4-digit year: ""Current vintage"""
WRW7085AB,WRW7085,Edenvale Shiraz (Non-Alcoholic Wine),Red Wine,,Shiraz,Australia,South Australia,,,,Edenvale,Syrah,Light,Medium,Low,"[""spice""]",Beef|Lamb,0.856,"A rich, velvety Shiraz with generous fruit and gentle spice minus the alcohol.","<div class=""prod-desc"">
<p>The Spirit of Shiraz, Without the Alcohol Edenvale is Australia’s pioneer in premium alcohol-removed wines, combining advanced winemaking technology with the country’s best vineyard resources.</p>
<p>Using the innovative spinning cone process, Edenvale captures the full aroma and taste of wine while gently removing alcohol at low temperatures to preserve integrity and balance. This South Australian Shiraz reflects the same craftsmanship and terroir as its traditional counterparts — full-bodied, fruit-driven, and softly spiced — yet crafted for those who seek moderation without compromise. It’s the essence of Australian Shiraz, refined for every occasion.</p>
</div>",750 ml,500,validated,2,92,32,25,20,5,10,wine,vintage,Missing vintage for wine product
WRW7525AP,WRW7525,Renzo Masi Contrappasso Rosso di Toscana,Red Wine,An intense ruby red colour.,Sangiovese And Syrah,Italy,Tuscany,Chianti,,Current vintage,Renzo Masi,"Sangiovese, Syrah",Full,Medium,Medium,,Beef|Lamb,0.916,"<p>A bold, expressive Tuscan red where the freshness of Sangiovese meets the depth and plush texture of semi-dried Syrah — a modern blend rooted in tradition.</p>","<div class=""prod-desc"">
<p>Contrast in Harmony — A New Voice from an Old Land</p>
<p>In the Chianti Rufina zone, just east of Florence, the Masi family has long balanced tradition with forward-thinking winemaking. With Contrappasso, their goal was clear: craft a wine that sings in dual voices — the lift and acidity of Sangiovese paired with the richness and velvety depth of Syrah given a gentle appassimento treatment.</p>
<p>This “counterpass” the name itself a play on contrast — begins with separately harvested grapes. The Syrah is partially dried to concentrate flavor and texture, while the Sangiovese is picked at peak freshness. After separate fermentation, the blend is composed with precision, yielding a wine that is both structured and generous, vibrant and dark-fruited.</p>
<p>Contrappasso is a Tuscan red with dual personality : at once bold and refined, approachable yet layered. It offers a new way to understand the land — not through imitation, but through the thoughtful combination of tradition and technique, freshness and depth.</p>
</div>",750 ml,1100,validated,2,92,35,25,20,5,7,wine,,"Vintage not clean 4-digit year: ""Current vintage""; Missing flavor_tags"
