sku,id,name,classification,brand,price,overall_confidence,country,region,subregion,gap_type,stage_order,applicability,ga_priority_rank,ga_priority_score,value_band,subregion_action,priority_score,priority_reason,priority_rank
LWH1055AA,,Suntory  Hibiki Japanese Harmony 100th Anniversary Limited Edition (700 ml),Whisky,Suntory,15499.00,0.89,Japan,Japan,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8323
LWH1056AA,,Suntory  Yamazaki 12 Years Old Whisky 100th Anniversary Limited Edition (700 ml),Whisky,Suntory,12499.00,0.89,Japan,Japan,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8324
LWH1057AA,,Suntory  Yamazaki 18 years old Single Malt Whisky 100th Anniversary Limited Edition (700 ml),Whisky,Suntory,179999.00,0.89,Japan,Japan,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8325
LWH1058BU,,Johnnie Walker  Blue Label Elusive Umami (750 ml),Whisky,Johnnie Walker,15999.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8326
LWH1064AA,,Laphroaig  Quarter Cask Islay Single Malt Scotch Whisky (700 ml),Whisky,Laphroaig,4699.00,1.00,Scotland,Islay,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8327
LWH1067BU,,Johnnie Walker  Blue Label Chinese New Year Of The Dragon (750 ml),Whisky,Johnnie Walker,9999.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8328
LWH1073CN,,The Macallan  A Night On Earth - The Journey (700 ml),Whisky,The Macallan,7699.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8329
LWH1074DB,,Suntory  Whisky Royal Whisky Year of Dragon 2024 Limited Edition (600 ml),Whisky,Suntory,14999.00,0.89,Japan,Japan,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8330
LWH1081BU,,Glenmorangie  A Tale Of Tokyo (700 ml) (Limited Edition),Whisky,Glenmorangie,4099.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8331
LWH1088CN,,The Macallan  The Harmony Collection Amber Meadow (700 ml),Whisky,The Macallan,12899.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8332
LWH1089ER,,Wolfburn  Single Malt Whisky Small Batch No.204 (Limited Edition) (700 ml),Whisky,Wolfburn,4500.00,0.89,Scotland,Demerara,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8333
LWH1092ER,,Wolfburn  Cask Strength  Sherry & Bourbon Cask (700 ml),Whisky,Wolfburn,5250.00,0.89,USA,Demerara,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8334
LWH1093ER,,Wolfburn  Aged 10 Years Single Malt Whisky (700 ml),Whisky,Wolfburn,5250.00,0.89,Scotland,Demerara,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8335
LWH1095CN,,Bruichladdich  Octomore 14.1 The Backbone Of The Series (700 ml),Whisky,Bruichladdich,12499.00,0.89,Scotland,Islay,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8336
LWH1096CN,,Bruichladdich  Octomore 14.2 (Impeccable Balance Of Cask & Spirit) (700 ml),Whisky,Bruichladdich,12899.00,0.89,Scotland,Islay,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8337
LWH1097CN,,Bruichladdich  Octomore 14.3 Octomore Barley (700 ml),Whisky,Bruichladdich,16899.00,0.89,Scotland,Islay,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8338
LWH1111BU,,The Glenlivet  12 years Old 200 Year Anniversary Edition (700 ml) (Limited Edition),Whisky,The Glenlivet,3449.00,0.85,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8339
LWH1114BU,,Singleton  Of Dufftown 21 Year Old (700 ml),Whisky,Singleton,12999.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8340
LWH1115BU,,Singleton  Of Dufftown 25 Year Old (700 ml),Whisky,Singleton,19999.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8341
LWH1118AE,,Arran  Malt Sherry Cask Finish (700 ml),Whisky,Arran,3189.00,1.00,Scotland,Islands,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8342
LWH1119AE,,Arran  Quarter Cask (Bothy 4) (700 ml),Whisky,Arran,3185.00,1.00,Scotland,Islands,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8343
LWH1120AE,,Arran  25 Years old Single Malt (700 ml) (Limited),Whisky,Arran,22989.00,1.00,Scotland,Islands,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8344
LWH1123CN,,Bruichladdich  18 Aged Years Old Whisky (700 ml),Whisky,Bruichladdich,12899.00,1.00,Scotland,Islay,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8345
LWH1124CN,,Bruichladdich  30 Aged Years Old Whisky (700 ml),Whisky,Bruichladdich,108999.00,0.89,Scotland,Islay,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8346
LWH1125CN,,Bruichladdich  Black Art Whisky (700 ml),Whisky,Bruichladdich,29999.00,0.89,Scotland,Islands,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8347
LWH1126CN,,Bruichladdich  Octomore 13.1 Whisky (700 ml),Whisky,Bruichladdich,11899.00,0.89,Scotland,Islay,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8348
LWH1128AD,,The Dalmore  Cigar Malt Reserve Highland single Malt Scotch Whisky (700 ml),Whisky,The Dalmore,8299.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8349
LWH1129AD,,The Dalmore  King Alexander III Highland single Malt Scotch Whisky (700 ml),Whisky,Alexander,15999.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8350
LWH1132BT,,Glencadam  17 Years Old PX Sherry Quarter Cask Finish,Whisky,Glencadam,15000.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8351
LWH1133BT,,Glencadam  15 Years Old Medeira Cask Finish,Whisky,Glencadam,12000.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8352
LWH1134BT,,Tomintoul  Cigar Malt (700 ml),Whisky,Tomintoul,8000.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8353
LWH1142CN,,The Macallan  Time Space Mastery Whisky (700 ml),Whisky,The Macallan,74995.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8354
LWH1143BU,,Johnnie Walker  Blue Label Ice Chalet (Limited Edition) (750 ml),Whisky,Johnnie Walker,15999.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8355
LWH1144BU,,Johnnie Walker  Blue Label Chinese New Year Of The Snake (750 ml),Whisky,Johnnie Walker,9999.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8356
LWH1144CN,,Lark  Classic Cask Single Malt Whisky (500 ml),Whisky,Lark,4279.00,0.89,Australia,Tasmania,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8357
LWH1145CN,,Lark  Tasmanian Peated Single Malt (500 ml),Whisky,Lark,4279.00,0.89,Australia,Tasmania,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8358
LWH1146CN,,Lark  Chinotto Citrus Cask (500 ml),Whisky,Lark,4279.00,0.89,Australia,Tasmania,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8359
LWH1147CN,,Lark  Symphony NO.1 (500 ml),Whisky,Lark,5499.00,0.89,Australia,Tasmania,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8360
LWH1149AA,,Glenfiddich 15 Years Old Chinese New Year Gift Pack 2025,Whisky,Glenfiddich,3699.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8361
LWH1150AA,,Glenfiddich 18 Years Old Chinese New Year Gift Pack 2025,Whisky,Glenfiddich,5899.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8362
LWH1158AE,,Compass Box  Crimson Cask (700 ml),Whisky,Compass Box,4199.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8363
LWH1159AE,,Compass Box  Nectarosity (700 ml),Whisky,Compass Box,3329.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8364
LWH1169CN,,The Macallan  A Night On Earth In Jerez De La Frontera (700 ml),Whisky,The Macallan,7799.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8365
LWH1170CN,,The Macallan  The Harmony Collection Vibrant Oak (700 ml),Whisky,The Macallan,10499.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8366
LWH1171ES,,Balblair  170 Commemorative Pack,Whisky,Balblair,5499.00,1.00,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8367
LWH1172AE,,Compass Box  Flaming Heart 25th Anniversary Edition Blended Malt Scotch Whisky (700 ml),Whisky,Compass Box,8589.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8368
LWH1173AE,,Compass Box  Hedonism 2025 Blended Grain Scotch Whisky (700 ml),Whisky,Compass Box,5999.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8369
LWH1174AE,,Compass Box  Secrets of Smoke Blended Malt Scotch Whisky (700 ml),Whisky,Compass Box,8589.00,0.89,Scotland,Islay,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8370
LWH1183DG,,Kavalan Solist Port Single Cask Strength Single Malt Whiskey (700 ml),Whisky,Kavalan,5599.00,0.89,Taiwan,Islands,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8371
LWH1184DG,,Kavalan 15th Anniversary Vintage 2009 ex-bourbon Cask (750 ml),Whisky,Kavalan,29129.00,0.89,Taiwan,Islands,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8372
LWH1185DG,,Kavalan 15th Anniversary Vintage 2009 Oloroso Sherry Cask (750 ml),Whisky,Kavalan,29129.00,0.89,Taiwan,Islands,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8373
LWH1186DG,,Kavalan Triple Sherry Cask Single Malt Whisky (700 ml),Whisky,Kavalan,3669.00,0.89,Taiwan,Islands,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8374
LWH1187DG,,Kavalan Lan Single Malt Whisky (700 ml),Whisky,Kavalan,5099.00,0.89,Taiwan,Islands,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8375
LWH1188AB,,Glen Scotia  Festival Scotch Whisky (700 ml),Whisky,Glen Scotia,4800.00,0.89,Scotland,Campbeltown,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8376
LWH1189AB,,Glen Scotia  Victoriana Scotch Whisky (700 ml),Whisky,Glen Scotia,7000.00,0.89,Scotland,Campbeltown,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8377
LWH1190AB,,Glen Scotia  18 Year Old Single Malt Whisky (700 ml),Whisky,Glen Scotia,11700.00,0.89,Scotland,Campbeltown,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8378
LWH1192AB,,Glen Scotia  10 Year Old Unpeated Single Malt Whisky (700 ml),Whisky,Glen Scotia,3000.00,0.83,Scotland,Campbeltown,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8379
LWH1196AB,,Loch Lomond  12 Year Old Single Malt Whisky (700 ml),Whisky,Loch Lomond,3300.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8380
LWH1197AB,,Loch Lomond  18 Year Old Single Malt Whisky (700 ml),Whisky,Loch Lomond,8900.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8381
LWH1198AB,,Loch Lomond  14 Year Old Single Malt Whisky (700 ml),Whisky,Loch Lomond,5800.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8382
LWH1199AB,,Loch Lomond  21 Year Old Single Malt Whisky (700 ml),Whisky,Loch Lomond,12800.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8383
LWH1214BU,,Johnnie Walker Black Label (1.75 L),Whisky,Johnnie Walker,3499.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8384
LWH1216AA,,Glenfiddich Grand Cru 23 Years Old (700 ml),Whisky,Glenfiddich,19259.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8385
LWH1217AA,,Glenfiddich Sherry Cask Finish 12 Years Old (700 ml),Whisky,Glenfiddich,3199.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8386
LWH1218AA,,Glenfiddich Grand Chateau 31 Years Old (700 ml),Whisky,Glenfiddich,95229.00,0.89,Scotland,Bordeaux,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8387
LWH1219AA,,Glenfiddich Suspended Time Aged 30 Years (700 ml),Whisky,Glenfiddich,66609.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8388
LWH1220AA,,Glenfiddich Simultane Time Aged 50 Years (700 ml),Whisky,Glenfiddich,2460999.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8389
LWH1221AA,,Glenfiddich Cumulative Time Aged 40 Years (700 ml),Whisky,Glenfiddich,262149.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8390
LWH1222AA,,Glenfiddich 1987 American Oak Hogshead 36 Years Old (700 ml),Whisky,Glenfiddich,238999.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8391
LWH1223AA,,Glenfiddich 1989 Wine Cask Barrel 34 Years Old (700 ml),Whisky,Glenfiddich,204999.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8392
LWH1224AA,,Glenfiddich Grand Yozakura 29 Years Old (700 ml),Whisky,Glenfiddich,86669.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8393
LWH1225AA,,Glenfiddich Grand Couronne 26 Years Old (700 ml),Whisky,Glenfiddich,33749.00,0.89,Scotland,Cognac,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8394
LWH1226AA,,Glenfiddich Grand Cortes 22 Years Old (700 ml),Whisky,Glenfiddich,17119.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8395
LWH1229AA,,The Balvenie 50 Years Old 2024 Release (700 ml),Whisky,The Balvenie,2246999.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8396
LWH1230AA,,The Balvenie 50 Years Old 2023 Release (700 ml),Whisky,The Balvenie,2246999.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8397
LWH1231AA,,The Balvenie Vintage 1974 (700 ml),Whisky,The Balvenie,1283999.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8398
LWH1232AA,,The Balvenie Vintage 1980 (700 ml),Whisky,The Balvenie,1176999.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8399
LWH1233AA,,The Balvenie Rare  Marriage 40 Years Old (700 ml),Whisky,The Balvenie,427999.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8400
LWH1234AA,,The Balvenie Rare Marriage 30 Years Old (700 ml),Whisky,The Balvenie,160499.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8401
LWH1235AA,,The Balvenie Rare Marriages 25 Years Old (700 ml),Whisky,The Balvenie,48149.00,0.83,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8402
LWH1237AA,,The Balvenie Pineau Cask 18 Years Old (700 ml),Whisky,The Balvenie,24019.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8403
LWH1238AA,,The Balvenie New Spanish Oak 17 Years Old (700 ml),Whisky,The Balvenie,21879.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8404
LWH1240AA,,Wildmoor Dark Moorland 23 Years Old (700 ml),Whisky,Wildmoor,9199.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8405
LWH1241AA,,Wildmoor Black Mountain 40 Years Old (700 ml),Whisky,Wildmoor,38519.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8406
LWH1242AA,,Wildmoor Rugged Coast 30 Years Old (700 ml),Whisky,Wildmoor,17659.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8407
LWH1246BU,,Johnnie Walker Vault The Couture Blend (700 ml),Whisky,Johnnie Walker,180000.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8408
LWH1247BU,,Johnnie Walker Blue Label Festive VAP 2025 – Decanter Edition (750 ml),Whisky,Johnnie Walker,14999.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8409
LWH1248BU,,Johnnie Walker Blue Label Chinese New Year Of Horse (750 ml),Whisky,Johnnie Walker,9999.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8410
LWH1249BU,,Johnnie Walker Gold Label XR 21 Chinese New Year Of horse (750 ml),Whisky,Johnnie Walker,5799.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8411
LWH1250AE,,Arran Port Cask Finish (700 ml),Whisky,Arran,3189.00,0.89,Scotland,Islands,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8412
LWH1251AE,,Arran Sauternes Cask Finish (700 ml),Whisky,Arran,3189.00,0.89,Scotland,Bordeaux,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8413
LWH1252CN,,The Macallan A Night on Earth The First Light (700 ml),Whisky,The Macallan,7789.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8414
LWH1253CN,,The Macallan Harmony Collection Phoenix Honey Orchid Tea (700 ml),Whisky,The Macallan,10499.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8415
LWH1263HM,,The GlenAllachie Oloroso / Sherry Cask Finish (700 ml),Whisky,The GlenAllachie,4400.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8416
LWH1264HM,,The GlenAllachie Cask Strength (700 ml),Whisky,The GlenAllachie,4800.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8417
LWH1265HM,,The GlenAllachie 12 Years old (700 ml),Whisky,The GlenAllachie,4600.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8418
LWH1266HM,,The GlenAllachie 15 Years old (700 ml),Whisky,The GlenAllachie,6300.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8419
LWH1267HM,,The GlenAllachie 18 Years old (700 ml),Whisky,The GlenAllachie,8800.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8420
LWH1268HM,,The GlenAllachie 21 Years old (700 ml),Whisky,The GlenAllachie,19100.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8421
LWH1269HM,,The GlenAllachie 2011 Oloroso Hogshead Cask no. 1950 (700 ml),Whisky,The GlenAllachie,5200.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8422
LWH1270HM,,The GlenAllachie Sinteis Series 2014 Chinquapin & PX Cask Matured (700 ml),Whisky,The GlenAllachie,4800.00,0.89,Scotland,Speyside,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8423
LWH1272HM,,Ardnamurchan AD Sauternes Cask Western Highland (700 ml),Whisky,Ardnamurchan,5300.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8424
LWH1273HM,,Ardnamurchan Single Malt Cask Strength Western Highland (700 ml),Whisky,Ardnamurchan,5300.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8425
LWH1274HM,,Ardnamurchan AD Paul Launois Western Highland (700 ml),Whisky,Ardnamurchan,6000.00,0.89,Scotland,Highland,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8426
LWH1283GE,,Morris Signature Australian Single Malt (700 ml),Whisky,Morris,3300.00,0.89,Australia,Rutherglen,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8427
LWH1284GE,,Morris Muscat Barrel Australian Single Malt (700 ml),Whisky,Morris,4600.00,0.89,Australia,Rutherglen,,subregion,3,actionable,,,high_value,likely_not_applicable,120.00,subregion gated gap | spirits lane | high value | high confidence context | likely not applicable,8428
