sku,name,classification,country,region,subregion,short_description,description,updated_at,magento_readiness,quality_blockers,quality_warnings,current_validation_status,enrichment_quality_grade,review_priority,popularity_revenue_90d,popularity_orders_90d,wn_stock
WRW4157AJ,Mollydooker  'Gigglepot' Cabernet Sauvignon,Red Wine,Australia,McLaren Vale,McLaren Vale,"Full-bodied McLaren Vale Cabernet with ripe blackcurrant, cedar oak, and structured tannins.","<p>Mollydooker's <strong>Gigglepot Cabernet Sauvignon</strong> from McLaren Vale showcases the region's signature richness and power. The 2020 vintage delivers a full-bodied expression with dominant blackcurrant and dark plum fruit, layered with cedary oak and black pepper spice. Structured tannins provide grip and aging potential, while tertiary notes of tobacco and leather add complexity. A wine built for the table—pair with grilled steaks, braised lamb, or aged hard cheeses.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,A,LOW,0,0,0
WRW4158AJ,Mollydooker  'Blue Eyed Boy' Shiraz,Red Wine,Australia,McLaren Vale,McLaren Vale,"Full-bodied McLaren Vale Shiraz with ripe blackberry, plum, and mocha—soft tannins and spiced dark fruit intensity.","<p><strong>Mollydooker 'Blue Eyed Boy' Shiraz 2021</strong> is a full-bodied expression from McLaren Vale showcasing the region's signature ripe dark fruit character. Blackberry and plum dominate the primary aromatics, supported by mocha and vanilla notes from oak maturation. The palate reveals soft, integrated tannins and a spiced dark fruit core, with subtle leather and earth undertones adding complexity. This is a generous, approachable Shiraz built for immediate enjoyment alongside hearty red meat dishes and grilled preparations.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,B,LOW,0,0,0
WRW4210AD,Garzon Cabernet Franc Reserva,Red Wine,Uruguay,Maldonado,Garzon,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW4210GX,Little Beauty  Marlborough 'Black Edition' Sauvignon Blanc,Wine product,New Zealand,Marlborough,Marlborough,,Little Beauty  Marlborough 'Black Edition' Sauvignon Blanc,2026-05-28T16:06:03Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,region_equals_subregion,validated,,LOW,0,0,0
WRW4229AJ,Chateau Roquefort  Rouge Grand Vin de Bordeaux,Wine product,France,Bordeaux,,,Chateau Roquefort  Rouge Grand Vin de Bordeaux,2026-05-28T16:09:18Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,validated,,LOW,0,0,0
WRW4306BU,"Brancott Estate  Letter Series ""T"" Pinot Noir (750 ml)",Red Wine,New Zealand,Marlborough,Marlborough,"Marlborough Pinot Noir with silky tannins, bright raspberry, and fresh summer character—versatile and food-friendly.","<p>Brancott Estate's Letter Series ""T"" Pinot Noir from Marlborough showcases the region's signature elegance. A light-bodied red with vibrant acidity and medium tannins, it delivers primary notes of red fruit and raspberry with a whisper of earth. The wine's silky texture and fresh character make it an ideal summer pour—approachable yet layered enough for thoughtful pairing with roasted poultry, mushroom risotto, or delicate seafood.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,A,LOW,0,0,0
WRW4363HI,Prunotto  Monpertone Monferrato Rosso DOC,Red Wine,Italy,Piedmont,Monferrato,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW4368HI,Prunotto  Barolo DOCG,Red Wine,Italy,Piedmont,Barolo,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW4390FC,Elena Walch  Pinot Nero Alto Adige D.O.C.,Wine product,Italy,Alto Adige,Alto Adige/Südtirol,,Elena Walch  Pinot Nero Alto Adige D.O.C.,2026-05-28T16:28:39Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
WRW4460AB,Louis Jadot  Pommard,Red Wine,France,Burgundy,Pommard,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW4466AB,Louis Jadot  Mercurey,Red Wine,France,Burgundy,Mercurey,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW4535AC,"Chateau St. Jean  ""Cinq Cepages"" Sonoma Country Red Blend",Red Wine,USA,California,Alexander Valley,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW4545AC,Chateau St. Jean  Cabernet Sauvignon,Red Wine,USA,California,Sonoma,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW4563DH,Pieropan  Amarone Della Valpolicella DOC,Red Wine,Italy,Veneto,Amarone della Valpolicella,,,2026-04-29T16:56:44.000Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW4570EF,Chateau Ferriere  2013,Red Wine,France,Bordeaux,Margaux,,,2026-04-29T16:56:44.000Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW4581FC,Chateau Rauzan-Ségla  Margaux,Wine product,France,Bordeaux,Margaux,,Chateau Rauzan-Ségla  Margaux,2026-03-24T04:13:13.257Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,stale_update_over_45_days,validated,,LOW,0,0,0
WRW4620AB,"Henschke  Keyneton Euphonium, Barossa Valley",Red Wine,Australia,Barossa Valley,Barossa Valley,"Barossa Shiraz-Cabernet blend from a sixth-generation estate farming organically since 1862 — open-top concrete fermentation, no added tannins, full malolactic.","<p>When Cyril Henschke bottled Australia's first single-vineyard Shiraz in 1952, the country's fine-wine identity was still defined by blends and fortifieds. Keyneton Euphonium is Henschke's deliberate return to that blending tradition — <strong>Shiraz, Cabernet Sauvignon, Cabernet Franc, and Merlot</strong> drawn from organically and biodynamically farmed Barossa Valley fruit, a counterpoint to the estate's celebrated single-varietal flagships. The Barossa floor sites deliver the warm-climate concentration the Eden Valley expressly avoids: deeper alluvial soils amplify dark fruit density while the Cabernet varieties contribute structural backbone and mid-palate definition. <strong>Fermentation takes place in open-top vessels</strong> with submerged-cap technique; <strong>full malolactic fermentation</strong> is carried through, and Stephen Henschke's standing rule of <strong>no added tannins</strong> means every structural element is native to the fruit. Aging follows the house hogshead regime in <strong>French and American oak</strong>, seasoned casks dominant, preserving fruit clarity over oak imprint. What sets Euphonium apart within the Barossa blend category is the Cabernet Franc component — a variety almost never seen in floor-Barossa reds — lending lifted graphite and dried herb character that cuts through the region's characteristic plush weight. The 2019 vintage across Henschke's portfolio was shaped by record 44.3°C heat and yields reduced to 10–15% of normal, producing wines of concentrated purity and tighter structure than the house average; drink 2024–2032.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,A,LOW,0,0,0
WRW4622AB,Rockford  Basket Press Shiraz,Red Wine,Australia,Barossa Valley,Barossa Valley,"Full-bodied Barossa Shiraz with ripe blackberry, plum, and smoky oak—a classic Australian red for grilled meats.","<p>Rockford's 2018 Basket Press Shiraz from Barossa Valley is a full-bodied expression of Australia's signature varietal. Dominant blackberry and plum fruit drive the primary impression, supported by vanilla and oak from winemaking. Smoke and black pepper emerge on the finish, adding complexity and structure. Medium-high tannins and acidity provide grip and food-friendliness, making this wine a natural partner for grilled red meat, lamb, and slow-braised beef dishes.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,A,LOW,0,0,0
WRW4623AB,Rockford  Rifle Range Cabernet Sauvignon,Red Wine,Australia,Barossa Valley,Barossa Valley,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,region_equals_subregion,needs_review,,LOW,0,0,0
WRW4624AB,Rockford  Moppa Springs Grenache Shiraz Mataro,Red Wine,Australia,Barossa Valley,Barossa Valley,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,region_equals_subregion,needs_review,,LOW,0,0,0
WRW4625AB,Rockford  Frugal Farmer,Red Wine,Australia,Barossa Valley,Barossa Valley,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,region_equals_subregion,needs_review,,LOW,0,0,0
WRW4626AB,Yalumba  Rare & Fine The Caley Cabernet & Shiraz,Red Wine,Australia,Barossa Valley,Barossa Valley,"Coonawarra terra rossa Cabernet meets Barossa Shiraz, aged ~21 months in 41% new French oak — made only in declared vintages.","<p>The Caley exists only when Yalumba's winemaking team declares a vintage worthy — a deliberate scarcity decision that has defined this inter-regional blend since its inception, continuing the house's tradition of Cabernet–Shiraz blending that stretches back to 1962. <strong>Coonawarra Cabernet Sauvignon (~55–69%)</strong> is drawn from the Menzies Vineyard, where terra rossa topsoil over limestone delivers the variety's characteristic graphite-edged structure and precise cassis fruit; the limestone drainage keeps vine stress calibrated, concentrating flavour without sacrificing freshness. That structural chassis is then fleshed out by <strong>Barossa Valley and/or Eden Valley Shiraz (~23–45%)</strong>, sourced from warm, alluvial valley floor sites that contribute mid-palate density and dark-fruited amplitude. In the cellar, <strong>wild fermentation in open-top vessels</strong> initiates complexity before the wine moves to <strong>~20–21 months in French oak, approximately 41% new barriques</strong> — a higher new-oak proportion than The Signature, calibrated to absorb the Coonawarra Cabernet's firm tannin architecture. What sets The Caley apart categorically is that every barrel is sourced through or crafted at <strong>Yalumba's on-site cooperage</strong> — the only operational winery cooperage in the Southern Hemisphere — giving the team oak-grain control no Australian peer can replicate. The 2017 vintage, not individually noted in the brand library, falls between two documented stellar years (2016 and 2018), suggesting a wine of genuine structural integrity; expect firm tannin and primary dark fruit now, with a cellaring window extending well into the 2030s.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,A,LOW,0,0,0
WRW4628AB,Yalumba  Rare & Fine The Signature Cabernet Sauvignon & Shiraz,Red Wine,Australia,Barossa Valley,Barossa Valley,Barossa Cab-Shiraz blended since 1962; ~21 months in house-crafted French oak from the Southern Hemisphere's only winery cooperage.,"<p>When Samuel Smith's descendants decided in 1962 to formalise the Cabernet Sauvignon–Shiraz blend as a house signature, they were codifying a distinctly Australian idiom decades before the category had a name. The Signature has run continuously ever since, making it one of the longest-unbroken premium red programs on the continent. Barossa Valley floor fruit — grown on warm, low-elevation alluvial soils — delivers the mid-palate weight and dark-fruited density that defines the appellation, while the Cabernet component (typically 52–57% of the blend, though no fixed formula is applied) provides the structural counterpoint. <strong>Fermentation begins spontaneously in open-top vessels</strong>, some of which date to the nineteenth century, before the wine moves to barrel for <strong>approximately 21 months in French oak barriques and hogsheads, 25–30% new</strong>. Those barrels are not sourced externally: they are hand-crafted on-site at the Yalumba Cooperage, the only fully operational winery-owned cooperage in the Southern Hemisphere, giving the house a degree of oak-character control that no Australian peer can replicate. The 2021 vintage in the Barossa delivered warm, even ripening with sufficient diurnal range to preserve aromatic lift; the wine is approachable now but carries the tannin architecture for a decade of further development.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,A,LOW,0,0,0
WRW4668DD,Viu Manent  Vibo Vinedo Centenario,Red Wine,Chile,Colchagua Valley,Colchagua Valley,"Colchagua Cabernet-Malbec blend with dark fruit, cedar, and spice—food-friendly Chilean red.","<p>Viu Manent's Vibo Vinedo Centenario is a Bordeaux-style red blend from Chile's Colchagua Valley, combining 65% Cabernet Sauvignon with 35% Malbec. The wine displays a medium-full body with balanced tannin structure, offering dark plum and blackcurrant on the nose, supported by cedar and subtle spice. Secondary cocoa and oak notes add complexity, while tertiary leather and tobacco character emerge with air. A versatile, food-friendly expression suited to grilled meats, braised dishes, and aged cheeses.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,B,LOW,0,0,0
WRW4669DD,Viu Manent  Vibo Punta del Viento,Red Wine,Chile,Colchagua Valley,Colchagua Valley,"Garnacha-led GSM blend from Colchagua Valley with ripe red fruit, spice, and mineral grip—food-friendly and elegant.","<p>Viu Manent's <strong>Vibo Punta del Viento</strong> is a Rhône-inspired blend anchored by Garnacha (71%), with supporting Monastrell and Syrah. Sourced from Chile's Colchagua Valley, this medium-full-bodied red delivers ripe red and dark plum fruit on the primary palate, layered with white pepper and garrigue spice from the Syrah component. The mineral backbone and earthy undertones reflect the vineyard's terroir, while moderate tannins and balanced acidity make this wine approachable across a range of Mediterranean and grilled dishes.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,B,LOW,0,0,0
WRW4732DJ,"Ferraton Pere & Fils  Ermitage ""Le Meal""",Red Wine,France,Rhône Valley,Hermitage,,"Ferraton Pere & Fils  Ermitage ""Le Meal""",2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
WRW4772AB,Famille Perrin  Coudoulet de Beaucastel AOP Cote de Rhone Rouge,Red Wine,France,Rhône Valley,Châteauneuf-du-Pape,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW4773AB,Famille Perrin  Gigondas “La Gille”,Red Wine,France,Rhône Valley,Southern Rhône,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW4775AB,Chateau De Beaucastel  Chateauneuf de Pape,Red Wine,France,Rhône Valley,Châteauneuf-du-Pape,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW4820DD,Antigal  One La Dolores Vineyard Malbec,Red Wine,Argentina,Mendoza,Mendoza,"Mendoza Malbec with dark plum, blackberry, and spice—a food-friendly, medium-full red with smooth tannin.","<p>Antigal's La Dolores Vineyard Malbec is a classic expression of Mendoza terroir, showcasing the varietal's signature dark fruit character and approachable structure. The wine opens with dominant notes of dark plum and blackberry, supported by black cherry and subtle spice on the palate. Vanilla and oak from winemaking provide a polished secondary layer, while earthy undertones and hints of tobacco add complexity. Medium-full body and balanced tannin make this wine versatile at the table, equally at home with grilled meats, braised beef, or herb-forward pasta dishes.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,B,LOW,0,0,0
WRW4855CB,Nugan  Scruffy's Riverina Shiraz,Red Wine,Australia,Clare Valley,Riverina,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW4860DD,Viu Manent  Viu 8 Cuvee Infinito,Red Wine,Chile,Colchagua Valley,Colchagua Valley,"Colchagua Bordeaux blend of dark fruit, cedar, and tobacco—a food-friendly Chilean red with structure and elegance.","<p>Viu Manent's Viu 8 Cuvée Infinito is a Bordeaux-style blend anchored by Cabernet Sauvignon (65%), with supporting Malbec (23%) and Cabernet Franc (12%) from Chile's Colchagua Valley. The wine opens with dominant blackcurrant and dark plum fruit, layered with secondary cedar, cocoa, and black pepper notes that reflect careful oak aging. Tertiary tobacco and leather complexity emerges with time, grounding the wine in classic Bordeaux tradition. Medium-full body and balanced tannin structure make this a versatile food companion—equally at home with grilled red meat, braised beef, or aged hard cheese.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,B,LOW,0,0,0
WRW4890AB,John Duval  Eligo Shiraz,Red Wine,Australia,Barossa Valley,Barossa Valley,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,region_equals_subregion,needs_review,,LOW,0,0,0
WRW4892AB,John Duval  Entity Shiraz,Red Wine,Australia,Barossa Valley,Barossa Valley,"Full-bodied Barossa Shiraz with blackberry, plum, and smoke—elegant structure for fine dining.","<p>John Duval's Entity Shiraz from Barossa Valley presents a full-bodied expression of Australia's signature varietal. The wine opens with dominant blackberry and plum fruit, layered with black pepper spice and subtle floral notes. Oak and vanilla from winemaking add richness and complexity, while smoke and chocolate undertones emerge on the mid-palate. Medium acidity and medium-high tannins provide structure without heaviness, making this a versatile choice for both casual enjoyment and fine dining occasions.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,A,LOW,0,0,0
WRW4898AA,Le Mortelle By Antinori  Botrosecco Cabernet DOC,Wine product,Italy,Tuscany,Bolgheri,,Le Mortelle By Antinori  Botrosecco Cabernet DOC,2026-05-28T16:08:02Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
WRW4899AA,"Fattoria Aldobrandesca By Antinori  Vie Cave, Malbec IGT",Wine product,Italy,Tuscany,Val d'Orcia,,"Fattoria Aldobrandesca By Antinori  Vie Cave, Malbec IGT",2026-05-28T16:08:00Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
WRW4900AA,Tenuta Guado al Tasso By Antinori  COn't Ugo Bolgheri DOC,Wine product,Italy,Tuscany,Bolgheri,,Tenuta Guado al Tasso By Antinori  COn't Ugo Bolgheri DOC,2026-05-28T16:07:57Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
WRW4901AA,La Braccesca By Antinori  Bramasole Cortona Syrah DOC,Wine product,Italy,Tuscany,Cortona,,La Braccesca By Antinori  Bramasole Cortona Syrah DOC,2026-05-28T16:07:55Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
WRW4902AA,"""Tormaresca"" By Antinori  Trentangeli Castel Del Monte DOC",Wine product,Italy,Puglia,Castel Del Monte,,"""Tormaresca"" By Antinori  Trentangeli Castel Del Monte DOC",2026-05-28T16:07:53Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
WRW4926HI,"Famiglia Cotarella  Brunello Di Montalcino DOCG ""Le Macioche""",Red Wine,Italy,Tuscany,Montalcino,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW4948FJ,Yering Station  Yarra Valley Pinot Noir,Red Wine,Australia,Yarra Valley,Yarra Valley,"Victoria's oldest vineyard site (est. 1838), wild-yeast Pinot Noir from volcanic loam slopes in Yarra Glen — cool-climate structure over extraction.","<p>Yering Station's origins trace to 1838, making it Victoria's — and Australia's — oldest vineyard site, yet every vine standing today dates from a 1988 replanting after decades of abandonment. That gap between heritage and vine age is the estate's defining tension, and it sharpens the winemaking focus entirely onto site expression rather than old-vine mythology. The Yarra Valley's volcanic loam slopes in Yarra Glen provide the primary canvas for this Pinot Noir: free-draining soils over a clay substratum at elevations influenced by cool maritime air, conditions that consistently favour phenolic ripeness ahead of sugar accumulation and preserve the valley's hallmark natural acidity. <strong>Wild yeast fermentation</strong> drives primary fermentation, with <strong>hand-plunging</strong> used throughout to extract tannin gently rather than aggressively — a deliberate choice to build structure without weight. <strong>French oak</strong> is deployed at restrained new-oak percentages (within the estate's documented 16–29% range depending on tier), amplifying texture without obscuring the site's mineral signature. What distinguishes this expression within the Yering portfolio is the annual blind allocation tasting: every parcel is assessed without identity before tier assignment, so the wine in this bottle earned its designation on the vintage's own terms. The Yarra Valley's cool-climate character delivers a taut, site-driven Pinot best approached in its first three to five years for primary fruit clarity, though the structural backbone supports further development.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,A,LOW,0,0,0
WRW4949FJ,Yering Station  Yarra Valley Reserve Pinot Noir,Red Wine,Australia,Yarra Valley,Yarra Valley,"Victoria's oldest vineyard site (1838), wild-yeast Pinot Noir blind-allocated to Reserve tier each vintage on merit — Yarra Valley volcanic loam, restrained French oak.","<p>Yering Station's annual blind allocation tasting is the structural discipline behind every Reserve designation: all parcels are randomised and assessed without identity before tier assignment, meaning this wine earned its Reserve status on the 2022 vintage's own terms rather than by block formula. The estate's Pinot Noir sites sit on volcanic loam slopes across Yarra Glen and Coldstream — a soil type that retains just enough moisture to sustain vine stress while the cool maritime climate slows ripening, building phenolic complexity well ahead of sugar accumulation. <strong>Wild yeast fermentation</strong> drives primary fermentation, with <strong>hand-plunging</strong> replacing mechanical pump-overs for gentler tannin extraction. Aging proceeds in <strong>French oak barrels and puncheons with a balance of new and seasoned wood</strong>, keeping oak influence subordinate to site character. The 2022 season was moderate in the Yarra Valley — notably, the winemaking team demoted what would have been a Reserve Cabernet Sauvignon to Single Vineyard tier that year, citing insufficient weight, which underscores how strictly the allocation discipline operates. The Reserve Pinot Noir is sealed under screwcap, consistent with the estate's 20-year closure policy. Drink 2025–2030.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,A,LOW,0,0,0
WRW4968AF,"La Capitelle De Baronaques  ""Le 2nd Vin De Domaine De Baronaques By Baron Phillip De Rothschild""",Wine product,France,Bordeaux,Pauillac,,"La Capitelle De Baronaques  ""Le 2nd Vin De Domaine De Baronaques By Baron Phillip De Rothschild""",2026-05-28T16:28:39Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
WRW4969AF,"Domain De Baronaques  ""Rouges"" By Baron Phillippe De Rothschild",Wine product,France,Bordeaux,Pauillac,,"Domain De Baronaques  ""Rouges"" By Baron Phillippe De Rothschild",2026-05-28T16:28:39Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
WRW4978AF,"Frank Phelan  ""Le 2nd Vin De Chateau Phelan Segur""",Red Wine,France,Bordeaux,Saint-Estèphe,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW4993BN,Chateau Siran 2019,Wine product,France,Bordeaux,Margaux,,Chateau Siran 2019,2026-05-28T16:07:09Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
WRW5002AF,Chateau Fonroque  Grand Cru Classe,Wine product,France,Bordeaux,Saint-Émilion,,Chateau Fonroque  Grand Cru Classe,2026-05-28T16:28:39Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
WRW5066AB,Vasse Felix  Icon Range Tom Cullity Cabernet Sauvignon Malbec,Red Wine,Australia,Margaret River,Wilyabrup,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW5074FS,Chateau Latour  2015,Wine product,France,Bordeaux,Pauillac,,Chateau Latour  2015,2026-05-28T16:28:39Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
WRW5124AJ,Kressmann Bordeaux 'Monopole' Rouge AOC,Red Wine,France,Bordeaux,Bordeaux,"Elegant Bordeaux blend of ripe plum, berry, and soft tannins—approachable yet structured for food.","<p>Kressmann's Monopole Rouge is a classic Bordeaux blend anchored by Merlot with supporting Cabernet Sauvignon and Cabernet Franc. The wine opens with dominant ripe plum and berry fruit, complemented by subtle cranberry and red-fruit notes. Vanilla and herbaceous undertones from winemaking add complexity without overwhelming the fruit-forward character. Medium-Full body and integrated tannins deliver a juicy, soft texture that makes this wine approachable on release while retaining enough structure for food pairing versatility. Ideal for grilled meats, braised dishes, and tomato-based preparations.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,A,LOW,0,0,0
WRW5130AA,"Ceretto  Barolo ""Prapo"" BIO DOCG",Red Wine,Italy,Piedmont,Barolo,,"Ceretto  Barolo ""Prapo"" BIO DOCG",2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
WRW5136HI,Arnaldo Caprai  Montefalco Rosso Riserva DOC,Red Wine,Italy,Umbria,Montefalco,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,needs_review,,LOW,0,0,0
WRW5244CU,Cuatro Mill  Discolo Uva Tinta de Toro,Red Wine,Spain,Toro,Toro,"Tempranillo from Toro with ripe cherry, leather, and oak—a structured, food-friendly Spanish red.","<p>Cuatro Mill's Discolo Uva Tinta de Toro is a medium-full-bodied Tempranillo from Spain's Toro region, showcasing the varietal's signature dark fruit and earthy character. The 2020 vintage displays ripe red cherry and dark plum on the nose, complemented by oak-derived spice and leather notes. A balanced tannin structure and moderate acidity make this wine approachable yet age-worthy, with tertiary tobacco and mineral complexity emerging on the finish. Ideal for pairing with grilled meats, braised dishes, and cured charcuterie.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,A,LOW,0,0,0
WRW5262DD,Viu Manent  Single Vineyard Syrah,Red Wine,Chile,Colchagua Valley,Colchagua Valley,"Colchagua Syrah with dark plum, black pepper, and smoky spice—a food-friendly Chilean red for grilled meats and game.","<p>Viu Manent's Single Vineyard Syrah from Colchagua Valley showcases the region's signature dark-fruit intensity and peppery spice. The 2019 vintage delivers ripe plum and blackberry on the nose, supported by smoke and mineral undertones. Medium-full body and balanced tannin make this wine approachable yet structured, with enough complexity for short-term cellaring. Ideal for grilled red meat, lamb, and smoked preparations.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,B,LOW,0,0,0
WRW5281AD,Beaulieu Vineyard  Georges De Latour Private Reserve Cabernet Sauvignon,Red Wine,USA,Napa Valley,Napa Valley,"BV Ranch No. 1 & 2, Rutherford Bench — 60-day fermentation across three vessel types, 750 new French oak barrels, Napa's original cult Cabernet since 1936.","<p>When André Tchelistcheff arrived at Beaulieu Vineyard in 1938, he simultaneously introduced cold fermentation, malolactic fermentation, and small French oak barrel aging to California — techniques now so universal they are rarely credited to a single address. The Georges de Latour Private Reserve is where all three were first deployed together. <strong>BV Ranch No. 1 (127 acres, purchased 1903–1904) and Ranch No. 2 (140 acres)</strong> sit on the western Rutherford Bench at the Mayacamas Mountain foothills, where alluvial fan deposits of gravel, sand, and loam drain aggressively, forcing deep root penetration and producing small, intensely concentrated berries. Morning fog off San Pablo Bay extends the growing season, preserving the acidity that anchors the wine's aging architecture. Winemaking is deliberately fractured across <strong>three fermentation vessels — 2,000-gallon stainless steel, 1,600-gallon French oak tanks, and 60-gallon new French oak barrels</strong> — each contributing a distinct textural layer. Fermentation runs <strong>up to 60 days per lot</strong> with gentle five-minute hourly pump-overs; malolactic fermentation is completed in barrel. The wine then ages in <strong>750 new French oak barrels for 18–21 months</strong>. What no peer replicates is the blend architecture: <strong>clonal selections 4, 6, 7, 8, and 169</strong> from the two ranch blocks, with a small Petit Verdot addition for inky depth and violet lift. The 2015 vintage delivered structured, dark-fruited Cabernet from a warm, drought-stressed year that concentrated sugars and amplified the Rutherford Bench's characteristic cocoa-powder tannin texture.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,A,LOW,0,0,0
WRW5337AA,"""Tormaresca"" By Antinori  Neprica Primitivo IGT",Wine product,Italy,Puglia,Salento,,"""Tormaresca"" By Antinori  Neprica Primitivo IGT",2026-05-28T16:07:58Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
WRW5338AA,"""Tormaresca"" By Antinori  Neprica Negroamaro IGT",Wine product,Italy,Puglia,Salento,,"""Tormaresca"" By Antinori  Neprica Negroamaro IGT",2026-05-28T16:07:58Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
WRW5339AA,"""Tormaresca"" By Antinori  Neprica Cabernet Sauvignon IGT",Wine product,Italy,Puglia,Salento,,"""Tormaresca"" By Antinori  Neprica Cabernet Sauvignon IGT",2026-05-28T16:07:58Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,LOW,0,0,0
